business_id,name,categories,city,latitude,longitude,bussines_stars,state
2mAiSk1LeHlNu4Iq5RH7Qw,Ridley Creek State Park,"Hiking, Parks, Active Life",Media,39.951174,-75.452064,4.5,CA
zARJJ_OKHW6PgzI9SXEVlw,Trouble's End Brewing,"Nightlife, Restaurants, Bars, Food, Breweries, Beer Bar, American (New)",Collegeville,40.1855636,-75.452407,4.5,NV
GAz37bfYB2mg2tn2CYel7A,Hot Wax Glass South Tampa,"Shopping, Fashion, Tobacco Shops, Vape Shops, Head Shops, Department Stores",Tampa,27.9488618,-82.5060663,4.0,NV
RBl6oonuZAnL0ZWgkNl41w,Santa's Pub,"Karaoke, Bars, Nightlife, Dive Bars, Pubs",Nashville,36.1274292,-86.7672272,4.0,NV
exppVImlqPm-ph0ImsHiqg,Macy's Furniture Gallery,"Fashion, Home & Garden, Home Decor, Women's Clothing, Men's Clothing, Shopping, Furniture Stores, Mattresses, Department Stores",Maple Shade,39.943737,-74.9891281,3.0,CA
DUdvoLTdMMdHA5Z9ana99Q,Greatimes Family Fun Park,"Active Life, Arts & Entertainment, Go Karts, Arcades, Amusement Parks",Indianapolis,39.7056588,-86.0739306,3.0,CA
rZovLZwbox_O2Qk9x7Uuew,Landmark Americana Tap & Grill - Glassboro,"Dance Clubs, Restaurants, Sports Bars, Bars, Beer Bar, American (Traditional), Nightlife",Glassboro,39.706681,-75.110083,2.5,CA
egnC9NBhtUhgl3rr57Ucqw,Water Wheel Tavern,"Nightlife, Pubs, Restaurants, American (Traditional), American (New), Bars",Doylestown,40.3417063,-75.1257597,3.5,NV
v3eo7Et1D70AXumFLzgcNA,O'skis Pub & Grille,"Irish, Restaurants, Nightlife, American (Traditional), Bars, Pubs",Sparks,39.535172,-119.753929,3.5,AZ
pdwHLvSSepLZaS6xmcRjQw,Lazydays RV Resort,"Campgrounds, Hotels & Travel, RV Parks, Resorts",Seffner,28.0119416283,-82.3027863836,4.0,AZ
ayhr1ZdoDJ4P6a0urN-YbA,The Laughing Fox Tavern,"Pubs, Bars, Nightlife, Restaurants, Pizza",Magnolia,39.852168,-75.0252028,3.0,AZ
wplllintEYRNQ9WafGDlWw,Golf N' Stuff,"Arts & Entertainment, Go Karts, Event Planning & Services, Arcades, Mini Golf, Active Life, Party & Event Planning, Amusement Parks, Team Building Activities, Amateur Sports Teams",Tucson,32.246767,-110.8547007,4.0,AZ
xPWfBAXS1s5fw2Qcb8xX7g,Luciana's Mexican Restaurant and Cantina,"Tex-Mex, Bars, Beer Bar, Restaurants, Latin American, Mexican, Nightlife",Indianapolis,39.9100708,-86.103308,3.5,NV
caJvCE_bavQYCHvF9E3UXw,Los Sarapes Chalfont,"Restaurants, Mexican, Nightlife, Bars, Pubs",Chalfont,40.2889979,-75.1995422,3.5,NV
733MFsA_zzEY9RzKWJPDBg,Saguaro National Park West,"Arts & Entertainment, Hiking, Museums, Active Life",Tucson,32.2544187,-111.1973189,4.5,NV
uf3strC3s96XPOM502o5lw,Tucson Museum of Art and Historic Block,"Art Museums, Museums, Art Schools, Education, Specialty Schools, Arts & Entertainment",Tucson,32.223488,-110.974687,4.0,AZ
AStCov7pI9nBwpIJhhjihQ,Molly's Irish Pub,"Bars, Irish Pub, Pubs, Dive Bars, Nightlife",New Orleans,29.9576752837,-90.0662362933,4.0,CA
jagmaEhb4lFekCc_umkjSw,10th Street Pub,"Bars, Pubs, Nightlife, Sports Bars, Dive Bars, American (Traditional), Restaurants",Indianapolis,39.7828636169,-85.9891891479,4.0,CA
XBlwldJfMJPzgEatHKFx8w,James Joyce Irish Pub & Eatery,"Nightlife, Bars, Irish Pub, Pubs, Irish, Restaurants",Tampa,27.9611208202,-82.4393979067,4.0,NV
ZufSfqQ4RfUk4RAQgnlc0Q,Station Taproom,"Gastropubs, Beer Bar, Restaurants, Nightlife, American (Traditional), Bars",Downingtown,40.002528589,-75.710738292,4.5,NV
c77Ay_H30p8q0OEsZjMfOw,Benchmark Sports Pub & Eatery,"Nightlife, Sports Bars, Restaurants, Pubs, Bars, American (Traditional)",Franklin,35.8629573083,-86.844516674,3.0,AZ
qpvv357PXpS73vnRGrNSrg,Kid Rip's,"Salad, Gay Bars, Desserts, Bars, Burgers, Food, Restaurants, Nightlife, Pubs",Runnemede,39.8461639,-75.0722709,4.0,AZ
PzZFqJmAMuXWiTgCV1zt4g,The Great American Pub,"Bars, Restaurants, Pubs, Burgers, Nightlife",Paoli,40.04099,-75.4977257,2.5,AZ
wPViqOIThG5W_p4FKGqjrQ,4 Hands Brewing,"Pubs, Breweries, Bars, Nightlife, Food",Saint Louis,38.61496,-90.197527,4.0,AZ
8DPP4sQpIo5ccP0DDmDj3w,3 Crow Bar,"Bars, Sandwiches, Dive Bars, Nightlife, Restaurants, Salad, Sports Bars, Beer, Wine & Spirits, Beer Bar, Chicken Wings, Burgers, Food",East Nashville,36.1773352626,-86.7500752434,3.5,AZ
snguCYg0ierKRuUTxCDH7w,Fritzel's European Jazz Pub,"Bars, Arts & Entertainment, Event Planning & Services, Musicians, Food, Pubs, Jazz & Blues, Restaurants, Nightlife",New Orleans,29.9593348,-90.0652064,4.5,AZ
Ib9HV7ekw459jM1Ksdiyiw,Independence Hall,"Public Services & Government, Landmarks & Historical Buildings",Philadelphia,39.9488980012,-75.1500296367,4.5,CA
HSv0Pe45yPAs6PgwlcTPcg,Dog and Bull,"Bars, Music Venues, Nightlife, Pubs, Restaurants, Arts & Entertainment, American (Traditional)",Croydon,40.0940274,-74.9063704,4.0,NV
yzcZ0VkgyxmiH5M_87ADOg,Costco,"Fashion, Department Stores, Electronics, Drugstores, Grocery, Food, Shopping",Tucson,32.2520815,-110.859486,3.5,CA
JOKReNU6x3qMnIcI_kF4nA,Honeysuckle Hill Farm,"Active Life, Event Planning & Services, Festivals, Local Flavor, Public Services & Government, Amusement Parks, Pumpkin Patches, Kids Activities, Venues & Event Spaces, Home & Garden, Landmarks & Historical Buildings, Farms, Shopping, Arts & Entertainment, Attraction Farms",Springfield,36.3907852013,-86.9443497381,2.5,CA
ScnvSvOAXUkz6ehSDFmtrQ,Tow Pro,"Transportation, Automotive, Parking, Hotels & Travel, Towing, Movers, Home Services",Nashville,36.2040096581,-86.8305633066,2.5,AZ
Z14urezF9qIyfK41FoJaow,Premier Parking of Tennessee,"Automotive, Parking",Nashville,36.1632379,-86.7758423,1.5,NV
OOaxVCZVCmw_kaDt1wIbnQ,Foundry Public House,"Restaurants, Bars, Nightlife, Pubs, American (Traditional)",Edwardsville,38.8120819,-89.9562277,3.5,NV
0v87LVTRfqPAPh2CVUW_QA,Indiana Historical Society,"Cultural Center, Arts & Entertainment, Museums",Indianapolis,39.7703294,-86.1661604,4.5,AZ
0NZkEpA4VeOy7b56KYGx_Q,118 North,"Music Venues, Arts & Entertainment, Nightlife, Beer Bar, Restaurants, American (Traditional), Bars",Wayne,40.0448985,-75.3881484,3.5,AZ
P5O0Pv2sWauI7pJUhq_v8w,2nd Ave Thrift Superstore,"Used, Vintage & Consignment, Shopping, Thrift Stores, Fashion, Department Stores",Pennsauken,39.9322334,-75.084013,3.5,NV
AT7olrgnw1dbLqE28n3eVQ,Capone's Restaurant and Bottle Shop,"Restaurants, Food, Bars, Pubs, Beer, Wine & Spirits, American (Traditional), Nightlife, Sandwiches, Sports Bars",Norristown,40.1465594526,-75.3256844357,4.0,AZ
wmByH6-0XAgLxLMUzWourA,Tennessee State Museum,"Arts & Entertainment, Museums",Nashville,36.172512,-86.790153,4.5,AZ
73esU0u3hYIPPqCScAA2HQ,Centennial Park,"Active Life, Parks",Nashville,36.149064,-86.811993,4.5,AZ
UsO0YVGRKu3PXsauJVkLXg,Macy's,"Women's Clothing, Department Stores, Shoe Stores, Shopping, Fashion, Beauty & Spas, Men's Clothing, Cosmetics & Beauty Supply",Reno,39.475943,-119.783118,3.0,NV
foa_Lkesm4B2adDwbjUX9Q,Right Around the Corner - Arcade Brewery,"Arcades, Bars, Beer Bar, Breweries, Pool Halls, Nightlife, Arts & Entertainment, Food, Pubs",Saint Petersburg,27.770772,-82.663949,4.5,CA
nEiOSf6W7ywvOQEOh_dwow,Glowgolf,"Venues & Event Spaces, Active Life, Mini Golf, Amusement Parks, Event Planning & Services",Indianapolis,39.766914,-86.158892,3.5,NV
IaQEUsz-a4NEZyTg4PiaTA,"Rick's Pizza, Beer, & More","Beer Bar, Restaurants, Nightlife, Pizza, Bars, Chicken Wings",Reno,39.5407518,-119.8173702,4.5,NV
l8gsO8mMoVF7vqTDUNGeZw,Gateway Arch National Park,"Nightlife, Landmarks & Historical Buildings, Active Life, Music Venues, Public Services & Government, Parks, Arts & Entertainment, Museums",Saint Louis,38.6256744,-90.1892739,4.5,NV
2SYEGA2fZLdzZQ9lmIfM5Q,Urban Village Brewing Co,"American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife",Philadelphia,39.9667,-75.13997,4.0,CA
oH-V_qIIUR3pkpOasIteoA,Walmart Supercenter,"Fashion, Mobile Phones, Shopping, Department Stores, Electronics, Grocery, Drugstores, Food, Discount Store",Tucson,32.1908937,-110.7702848,2.5,AZ
hDBnGZ40GSYc63GxEmjWVg,Noble Roman's Craft Pizza & Pub,"Bars, Nightlife, Pizza, Restaurants, Pubs",Brownsburg,39.846821,-86.397007,3.0,NV
d7LIvW1sTkJBTi3eL_LYZQ,Walmart Supercenter,"Fashion, Drugstores, Electronics, Grocery, Discount Store, Mobile Phones, Sporting Goods, Food, Department Stores, Shopping",Spring Hill,28.4584336,-82.6313742,2.0,NV
FNjY9rzdB0j-DYuKC0DmOw,Target,"Shopping, Sporting Goods, Fashion, Children's Clothing, Nurseries & Gardening, Grocery, Food, Furniture Stores, Electronics, Department Stores, Home & Garden",Metairie,30.002898,-90.184112,3.0,AZ
C7UcYxau9Rn5Q12hYOL2rA,Target,"Drugstores, Home & Garden, Eyewear & Opticians, Personal Shopping, Food, Furniture Stores, Shopping, Grocery, Fashion, Electronics, Department Stores",Clearwater,27.958182,-82.724497,3.5,NV
2ZLIyUiQ-TQjG3nyfKDnxA,Walmart Supercenter,"Department Stores, Grocery, Drugstores, Fashion, Shopping, Food, Discount Store, Electronics",St Charles,38.782561,-90.528168,2.0,AZ
gEJ3a8-m6VB827e6GHromw,Sauce on the Side,"Bars, Salad, Restaurants, Nightlife, Beer Bar, Italian",St. Louis,38.6271043879,-90.2566847205,4.5,CA
W06QBC9vkxA5CVBNVrOMRA,North Third,"Bars, Food, Beer, Wine & Spirits, Nightlife, Pubs, Restaurants, Burgers, American (New)",Philadelphia,39.96350593,-75.1427820977,4.0,AZ
TxXP32zeu7i9pDL_Xd3hWA,The Bunganut Pig Bar & Restaurant,"Arts & Entertainment, American (New), Restaurants, Nightlife, Music Venues, Pubs, Bars",Franklin,35.9170003,-86.8727494,3.0,AZ
XlIuTI1NRLzLlp11x-PTHA,Frog & Firkin,"Bars, American (Traditional), Pizza, Restaurants, Nightlife, Pubs, Burgers, American (New)",Tucson,32.2314846722,-110.9582967684,3.5,AZ
iqJ3t9iq0fsWaYL93s8Vmw,King of Prussia,"Shopping Centers, Fashion, Department Stores, Shopping",King Of Prussia,40.088372,-75.3915726,4.0,AZ
qo1skGbgDfQN3UItla2YLw,Santa Barbara Museum of Natural History,"Arts & Entertainment, Venues & Event Spaces, Public Services & Government, Active Life, Planetarium, Museums, Landmarks & Historical Buildings, Summer Camps, Event Planning & Services",Santa Barbara,34.440915,-119.714462,4.0,CA
F4HNi4Cq6YCrk-YGva-jCA,Walmart Supercenter,"Mobile Phones, Grocery, Drugstores, Electronics, Fashion, Discount Store, Shopping, Department Stores, Food",Reno,39.4810316616,-119.7987366175,2.0,AZ
AuaaGGR8ArIVhFABl7vIAA,The Prints & The Paper,"Bookstores, Shopping, Books, Mags, Music & Video, Printing Services, Arts & Entertainment, Flowers & Gifts, Local Services, Event Planning & Services, Cards & Stationery, Framing, Art Galleries, Gift Shops, Arts & Crafts",Edmonton,53.5518175,-113.5357297,4.5,NV
MOViZxyCV9W-B46Mul6RSw,Bullfrog Creek Brewing,"Breweries, Bars, Nightlife, Food, Pubs",Valrico,27.887546,-82.237778,4.5,AZ
tH_5sJ07lIZkdX14KBDNvA,Sam's Club,"Food, Drugstores, Wholesale Stores, Fashion, Tires, Grocery, Department Stores, Shopping, Automotive",Hendersonville,36.32906,-86.597205,2.5,CA
Omgbjm2M8GwCM-nK_sXOsA,Bellefonte Brewing,"Beer Bar, Nightlife, Breweries, Bars, Food",Wilmington,39.730792,-75.633549,4.5,AZ
crgS4ogZEt2rYGwYVfeK2A,Farm Burger Nashville,"Chicken Wings, Hot Dogs, Beer Bar, Salad, Bars, Nightlife, Restaurants, Burgers, American (Traditional)",Nashville,36.152213,-86.835193,4.0,NV
aca4m9TSqTxQsEQ2H0KSwA,Pizzeria Nonna,"Nightlife, Bars, Italian, Pubs, Restaurants, Food, Pizza, Desserts",Philadelphia,40.0600251316,-75.1910885247,3.5,NV
9sXtkZy1IumKBl31eM8Ijw,The Farm and Fisherman Tavern,"Sandwiches, Nightlife, Beer Bar, Bars, American (Traditional), Restaurants",Horsham,40.1881765546,-75.1458521344,4.0,NV
uTqmZj3IVvdXD99r3-kJxA,Nevada Museum of Art,"Specialty Schools, Art Museums, Venues & Event Spaces, Art Classes, Art Schools, Museums, Arts & Entertainment, Education, Event Planning & Services",Reno,39.5208903,-119.8132857,4.5,NV
otmz3zBEA4KvgJ5r8K5PRQ,The Frame Shop At Lakeside,"Arts & Entertainment, Shopping, Art Galleries, Framing, Home & Garden, Home Decor, Arts & Crafts",Reno,39.4924967,-119.807173,5.0,AZ
sRUSEvYXqilzRaMt15v6Gw,Dollar Car Rental,"Truck Rental, Automotive, Parking, Hotels & Travel, Car Rental",Tucson,32.1203929,-110.9353286,1.5,NV
D1LrSilfiSfZmNwkf6e7Zg,Grey Fox Pub,"Gay Bars, Nightlife, Bars, Performing Arts, Arts & Entertainment",Saint Louis,38.5940199,-90.2476849,3.0,CA
UNkOa6syMXonsoTErl2BIg,Costco Wholesale,"Food, Grocery, Shopping, Wholesale Stores, Fashion, Department Stores",Reno,39.5030121,-119.7849448,3.0,CA
9rBBukqUuhHQfh4_1V3vhw,Dollar Rent A Car,"Truck Rental, Parking, Car Rental, Hotels & Travel, Automotive",Tampa,27.9640444,-82.5345423,1.5,AZ
AOkvEcOTBvoQPdOden2ZOg,Target,"Shopping, Department Stores, Electronics, Food, Grocery, Fashion, Home & Garden, Furniture Stores",Langhorne,40.176502,-74.87843,3.0,NV
p0Sl_o64n-2l2pxiG489AA,Giggleberry Fair,"Active Life, Restaurants, Indoor Playcentre, Amusement Parks",New Hope,40.347856,-75.034826,3.0,NV
_Bi9kN_eR75G1eqIl7S3pA,The Bulldog,"American (Traditional), Restaurants, Beer, Wine & Spirits, Pubs, Food, Bars, Nightlife",New Orleans,29.9233606,-90.0873256,3.5,AZ
tZ_lWpM_VJrpg41rl7QDRg,Taphouse,"Bars, Restaurants, Pubs, Food, Gastropubs, Nightlife, Sports Bars, Beer, Wine & Spirits",Boise,43.6154111893,-116.2027890679,4.0,CA
QXGnmsKYANxOyZBqM-zlJA,The Plough & the Stars,"Nightlife, Irish, Restaurants, Bars, Gastropubs, Pubs",Philadelphia,39.948524,-75.1437297,3.5,CA
2HMf3ewAeMaeDsadJuL8DQ,Old Absinthe House,"Bars, Nightlife, Pubs, Dive Bars, Cocktail Bars, Restaurants, American (New)",New Orleans,29.9553128,-90.0684542,3.5,NV
z0SRVH4OpDQxgf2-m_wcZg,Jake's Eatery,"American (Traditional), Bars, Breakfast & Brunch, Nightlife, Restaurants, Pubs",Richboro,40.210401,-75.010509,3.5,CA
kbEVlzQLcYS3JSQPG9QMOQ,Liberty Bell Center,"Local Services, Public Services & Government, Landmarks & Historical Buildings, Local Flavor",Philadelphia,39.9495774962,-75.1503095688,4.0,AZ
BTPo7yWQ7xFOkoh7V9wDTA,Rudy's Pub & Grill,"Nightlife, American (Traditional), Pubs, Restaurants, Bars, American (New), Sports Bars",Meridian,43.5904703644,-116.3647413254,3.5,NV
h9UwnXTHZD055LK05F0GFQ,Irish Cultural Museum of New Orleans,"Venues & Event Spaces, Arts & Entertainment, Shopping, Museums, Event Planning & Services, Art Galleries",New Orleans,29.957433,-90.0691898,4.5,AZ
oThWInL6gUCt2d98fSIAfA,Chatham Tap Fishers,"Restaurants, Food, Beer, Wine & Spirits, Nightlife, British, American (Traditional), American (New), Chicken Wings, Bars, Pubs",Fishers,39.9565163876,-86.0230119251,3.5,AZ
2YTJa7DDWx2TQmHu-tPXlg,MOXI - The Wolf Museum Of Exploration + Innovation,"Children's Museums, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Museums, Art Museums",Santa Barbara,34.4134819,-119.6916514,4.5,AZ
7QdjDfzcFKI2cfMRHFipFw,Biggest Aqua Life Aquarium,"Pet Services, Aquarium Services, Local Fish Stores, Pet Stores, Pets",Reno,39.5064866,-119.8056253,5.0,NV
w3t8RycX2LQZjmxM-oaqHg,Irish 31 - Westshore,"Bars, Nightlife, Restaurants, Sports Bars, Irish, Irish Pub, Pubs, American (Traditional)",Tampa,27.9455000026,-82.5268185139,4.0,AZ
oha2U5XJzc6IQdenpsxN1Q,Tarpon Springs Aquarium and Animal Sanctuary,"Tours, Hotels & Travel, Active Life, Zoos, Aquariums, Amusement Parks",Tarpon Springs,28.1683851163,-82.7544218117,3.5,NV
tJuyjXu2sGGRGjGWWNwAZA,JCPenney,"Women's Clothing, Men's Clothing, Fashion, Baby Gear & Furniture, Children's Clothing, Department Stores, Shopping, Home & Garden, Appliances",Reno,39.473746,-119.782579,3.0,AZ
6-5hbU746kMNgim0YOOg6w,Urban Cookhouse,"American (New), Automotive, Caterers, American (Traditional), Event Planning & Services, Comfort Food, Beer, Wine & Spirits, Parking, Sandwiches, Beer Bar, Vegetarian, Breakfast & Brunch, Wine Bars, Restaurants, Bars, Food, Nightlife",Nashville,36.1504257638,-86.7968296535,4.0,CA
Z_baIZoBe0N18WB5QM7UzA,Bowman's Tavern,"Beer Bar, Nightlife, American (Traditional), Restaurants, Bars",New Hope,40.326816,-74.931792,4.0,AZ
TlcMQKzX2Cxh3LSwY-24uw,Local Brewing,"Pubs, Music Venues, Bars, American (New), Nightlife, Gastropubs, Restaurants, Food, Breweries, Arts & Entertainment",Palm Harbor,28.0960115,-82.7379594,3.0,AZ
j1yb8y-jFwpG_hW9AH3PrQ,Santa Barbara Cider Company,"Bars, Wine Bars, Beer Bar, Wineries, Food, Wine Tasting Room, Nightlife, Arts & Entertainment, Cideries",Goleta,34.4347456363,-119.8258236619,5.0,AZ
S6L5hB5r9_j6UeanowxRvw,Picasso's Coffee House,"Arts & Entertainment, Shopping, Desserts, Restaurants, Breakfast & Brunch, Food, Coffee & Tea, Beverage Store, Art Galleries, Sandwiches, Cafes, Coffee Roasteries",Saint Charles,38.7812849,-90.4814815,4.5,NV
cjc4bQKxXvYVr7dHe1Vl_g,Hollywood Casino Amphitheatre - St. Louis,"Performing Arts, Arts & Entertainment, Event Planning & Services, Music Venues, Nightlife, Venues & Event Spaces",Maryland Heights,38.7444695,-90.4696259,3.0,CA
kJputVxFc4-tvwTI6MVm3g,Fort Ben Pub,"Restaurants, Nightlife, Bars, American (Traditional), Pubs",Indianapolis,39.8563955229,-86.0096655786,4.0,AZ
JjYmXia9-Dy0tGqI088Hfg,La Cabra Brewing,"Bars, Beer Bar, Brewpubs, Breweries, Restaurants, Nightlife, Food",Berwyn,40.0476220049,-75.4415199906,4.5,AZ
6IJ62H9UJi0p55XviPgeaA,Ybor Centennial Park,"Parks, Active Life",Tampa,27.9613286305,-82.4386111741,3.5,AZ
L7-PPe0fj-6U7qq31vjWnQ,Rincon Beach Bar,"Tapas/Small Plates, Beer Bar, Nightlife, Cocktail Bars, Bars, Food Delivery Services, Food, Restaurants",Carpinteria,34.4064015,-119.5477233411,4.5,AZ
ZhEJ98pvDE0E5DFyIQBAGg,Vince's Pizzeria and Taproom,"Bars, Nightlife, Restaurants, Beer Bar, Pizza",Newtown,40.2676399714,-74.9844142422,4.0,AZ
Nssa2tsfDlSdiURc_0qDFg,Llywelyn's Pub,"Bars, Pubs, Irish, Restaurants, Nightlife, Comfort Food",Saint Louis,38.610071,-90.2032713,3.5,AZ
lHK9hMs-GzSHuuN9uyZQKA,Kimmel Cultural Campus,"Music Venues, Performing Arts, Cinema, Nightlife, Arts & Entertainment",Philadelphia,39.946823,-75.165018,4.0,NV
bsRJY9hRr_p3PNZnxCqbjw,Barrelhouse Pub and Grill,"Nightlife, American (New), Burgers, Bars, Restaurants, Pubs",Garden City,43.6518350289,-116.280101873,3.0,AZ
qtgeJbDMky2YvKv8TWXk0w,University Mall,"Fashion, Department Stores, Shopping, Shopping Centers",Tampa,28.058019,-82.436151,2.0,CA
WMkiheTT-8kRslImVLWMVw,Standard Tap,"Local Flavor, American (Traditional), Restaurants, Burgers, Desserts, Breakfast & Brunch, Food, American (New), Gastropubs, Beer, Wine & Spirits, Nightlife, Bars, Pubs",Philadelphia,39.96414,-75.1405144,4.0,NV
7neWV37lyUK91x1WnCOyFQ,New Orleans Museum of Art,"Art Museums, Shopping, Arts & Entertainment, Art Galleries, Museums",New Orleans,29.986500127,-90.0934324968,4.5,CA
vq73W-SHrwBgXzQ__0yV2w,Second District Brewing,"American (New), Beer Bar, Restaurants, Bars, Food, Breweries, Nightlife, American (Traditional)",Philadelphia,39.9261812341,-75.1730921385,4.0,NV
M9vIGIzv7OuRtaRgr70aeg,Sanders Ferry Pizza & Pub,"Nightlife, Restaurants, Beer Bar, Pizza, Bars, Pubs, Chicken Wings",Hendersonville,36.3021938232,-86.6150535957,4.0,AZ
krTxH1a9kzWgwvt3PVH8pQ,Zookers Cafe,"American (Traditional), American (New), Nightlife, Bars, Beer Bar, Restaurants, Burgers",Carpinteria,34.3955443,-119.5139122,4.5,NV
mfRWNYc5wGLet9L0GGs1ig,Suburban Restaurant and Beer Garden,"Restaurants, Nightlife, Salad, American (New), Beer Gardens, Beer Bar, Bars, American (Traditional)",Exton,40.0619675,-75.6840878,4.0,AZ
CLGoxOPgDMz59RSGTn4v0w,Murphy's @ Flynn's,"Bars, Steakhouses, Restaurants, Event Planning & Services, Nightlife, Caterers, Pubs, Sandwiches, Seafood, Pizza",Indianapolis,39.84729,-86.11236,4.0,NV
pUlpCJBYR7chLMMUKA5Ydg,The Maison,"Venues & Event Spaces, Bars, Event Planning & Services, Nightlife, Jazz & Blues, Vegetarian, Cocktail Bars, Restaurants, Music Venues, Dive Bars, Arts & Entertainment",New Orleans,29.9627937,-90.0580004,4.0,CA
JY1q-u55yDv7D2shlAgCmw,Marshalls,"Department Stores, Fashion, Shopping",Wesley Chapel,28.1754636,-82.3555615,2.5,CA
AyCgav6b_x0HmSj4T6311A,Burlington,"Department Stores, Shopping, Fashion",Philadelphia,39.9515892654,-75.154816702,3.0,NV
BAaU9XVWHtSYU16BxdZERw,Franklin Music Hall,"Arts & Entertainment, Performing Arts, Music Venues, Event Planning & Services, Venues & Event Spaces, Nightlife",Philadelphia,39.9589273,-75.1500189,3.0,AZ
xjUtI0-k_d1-ZvBqXU9TYA,Old Herald Brewery & Distillery,"Food, Restaurants, American (New), Brewpubs, Event Planning & Services, Venues & Event Spaces, Breweries, Nightlife, Distilleries, Bars, Pubs",Collinsville,38.6713918,-89.986116,4.0,NV
HbXxINMJUKbHeuAnxtY6sw,O'Brien's Irish Pub & Grill,"Restaurants, Irish, Pubs, Nightlife, Bars, Irish Pub",Brandon,27.921765,-82.294907,3.5,NV
LKVdxqd_-FThU0JVHIMveg,Corner Pub Bellevue,"Nightlife, Sports Bars, Sandwiches, Bars, Restaurants, Pubs, American (Traditional), Burgers",Nashville,36.046683,-86.953611,3.5,CA
tWggqsQosvl26ZGX20CWPQ,Kildare's Irish Pub - West Chester,"Food, Pubs, Bars, Irish Pub, Beer, Wine & Spirits, Nightlife, Sports Bars, Irish, Restaurants",West Chester,39.9601228,-75.6056572,3.0,NV
IG2KelKEHCwybPl98frdgQ,La Parada,"Seafood, Local Flavor, Restaurants, Nightlife, Mexican, Beer Bar, Bars",Indianapolis,39.7716811,-86.1312087,4.0,CA
QmcUCigNOlv88MJW_-5Tag,Mag's 940,"Gay Bars, Performing Arts, Guest Houses, Local Flavor, Arts & Entertainment, Hotels & Travel, Bars, Nightlife, Social Clubs, Bed & Breakfast",New Orleans,29.9673788,-90.0571066,4.0,NV
Pk3N--cpw3uWZHhtUgR_FA,Pawn Shop Pub,"Nightlife, Pubs, Bars",Indianapolis,39.8518491,-86.1240708,4.0,AZ
PA_MlxC2gw_Rc6bXfa1Q5Q,Indianapolis Central Public Library,"Public Services & Government, Arts & Entertainment, Libraries",Indianapolis,39.77818,-86.156768,4.5,AZ
