business_id,name,categories,city,latitude,longitude,bussines_stars,review_count,state,text,date,review_stars,cool,funny,useful,review_id
kGpHN4I3Z4jpcudKhsg71g,Enterprise Rent-A-Car,"Hotels & Travel, Car Rental",Bryn Mawr,40.0181616356,-75.3122513242,4,30,NV,"As much as my fender benders have stressed me out, my go to car rental and by request to my insurance company is this Enterprise Rental shop. I've had a great choice of cars all with nice added car features and fairly new with low mileage. Customer experience hands down 10 out of 10 with professional ,efficient employees that are on the ball. This time they showed their true colors when my rental car at first had a slight cigarette odor , however after driving a 20 min errand the smell was unbearable and my clothes even smelled of cigarettes. After calling the shop to report the issue, Kevin ( I think that's the manager) immediately checked for another SUV and called me back right away to give me another SUV. When I arrived the car was ready for me to drive - and was immaculate with no odor It was also a newer car with nice accessories. Thank you for the great customer experience!",2021-05-05 00:55:53 UTC,5,1,1,1,_ZpkJR90EhkPT4KgGri0xw
cxB31SdS6anItwCmTOKtNg,International House Hotel,"Hotels & Travel, Hotels, Event Planning & Services",New Orleans,29.9512243,-90.0689468,3.5,220,AZ,"After having reservations at other hotels cancelled on us, we ended up at the Intl House, and I'm glad we did. Greg helped us out immensely over the phone and once we arrived. The lobby was clean, well furnished, and had information on the historic nature of the building (though, not as old as the French quarter). We were given two drinks at the bar, and I was blown away at the quality of the drinks and the friendliness of the staff. Tara Jill mixed one lovely cocktail after another, and Alan's menu is inspired. I got to taste a chanterelle infused French 75, which was incomparably delicate and satiating. 
Our room was well sized and comfortably furnished, with a few modern amenities like a JBL speaker/alarm and Apple TV. 
I would recommend this as a great place to stay, comfortably tucked within walking distance of bourbon street and the sights.",2021-09-10 02:36:36 UTC,5,1,1,1,QYhLp--Xj1jjBDgzPUxa7w
OTXWDPg-5YXq4L5fDLJd_g,Quality Inn East,"Hotels, Event Planning & Services, Hotels & Travel",Indianapolis,39.797247,-86.043651,2,25,AZ,"We should have known not to stay here when we walked in and saw a handwritten sign that said if your room smells like weed, you will be charged a fee. We booked two rooms at this hotel, one for my wife and I, and one for our 18-year-old son. We checked in around midnight and as we were walking to our room, it was hard not to notice the prostitutes and shady characters roaming the halls. They seemed to be watching our every move. When we got to our first (non-smoking) room, we opened the door and it felt like the morning after a Saturday night at a smoky pool hall. I immediately felt like I needed to shower. We also found stains on the sheets and holes in the wall. On to our son's (non-smoking) room.... Exact same experience, smoke-infested, poorly maintained room! We told him to stay in the room and do not answer the door no matter what. Sure enough, within 10 minutes of dropping him off, he had two separate knocks on his door. He called to tell us this and he also mentioned he was having a hard time breathing due to his asthma and the room smelling like smoke. After deliberation, we decided to leave this hotel due to safety and health concerns. We went to the front desk and they told us they understood and they would refund one of the rooms but we need to talk to the manager when they came on duty about a refund for the second. They said given the asthmatic condition, they believed we would get our money back. We left this hotel and went to another hotel not too far away.

Fast forward to regular business hours and us calling the manager to discuss the refund. She said she would not give us a refund because she watched the video surveillance and we wound up staying in one of the rooms. This was a complete and utter lie and we called her out on it. We asked her to show us the video and she got very snippy and told us we are not getting a refund. We are currently disputing this with our credit card company.",2021-11-18 16:35:49 UTC,1,0,0,0,Pri6K5McElXbjI4W-aHpDg
2XEf2xOj-iZImMeWELkQFw,Place d'Armes Hotel,"Event Planning & Services, Hotels, Hotels & Travel",New Orleans,29.958753,-90.063406,4,221,NV,"The best part of this Hotel is the location and The Courtyard. There's no continental breakfast anymore, no mini fridge, and you have to ask for blankets. No one comes to your room to see if you need any trash cleared or if you need toilet paper. The wallpaper was literally falling off the walls, and the AC Unit in the hall right by our door was like standing in a boiler room. If this place was anywhere else, it would cost $55/ a night.",2021-05-04 23:36:17 UTC,2,0,1,0,Ky8LAXX9Brn1v9fMz-Vcqw
hXENwSCtd8pdBrnN8XkXyA,Renaissance St. Louis Airport Hotel,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",St. Louis,38.73212,-90.346234,3,163,CA,"This is something I usually do not do. At first I wasn't going to write this but how can they fix the problem if they do not know. Was not impressed by this hotel at all. I do understand that this is a difficult time for business, but during the time of COVID rooms should be cleaned properly. There was a spelt mess in the room when we checked in and the pillow was yellow.  Some of the staff was also very rude and don't know costumer service.",2022-01-01 23:22:26 UTC,2,0,1,0,NUYFUxqWdBhho3Pbk1KZZg
8XtpIfn6bjrzKQraKuZHEQ,Renaissance Philadelphia Downtown Hotel,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",Philadelphia,39.9490202,-75.1478095,3,46,CA,"Nope! Never again. We move from one room because that room was disgusting -To another room that was more disgusting than the last! The last room had a bottle top sitting lying in the middle of the floor - Which clearly meant the floor was not vacuumed. They moved us to another room down the hall. And which in this room, there is dirt on the floor camouflage as "" stains 
In the grout"". Clear spots on the counter, which were explained as - ""just watermarks!"" More white stains in the carpet which couldn't be explained but clearly never cleaned! The end, were told to contact our 3rd party seller for help. This most was not about money, otherwise we would not have stayed here. This is not the standard of ""The Marriott!"" - no love lost.... we will never do it again! ‍",2021-01-03 02:24:50 UTC,2,0,0,0,hFIfWaWktHXo6LEI3LT0mQ
p6H295aQCbDJ80GcpqFvwA,Club Quarters Philadelphia,"Hotels, Event Planning & Services, Hotels & Travel",Philadelphia,39.9512939,-75.1684401,3,402,CA,"Came for a quick getaway during covid after getting a good deal online. Its centrally-located in Center City and walking distance to almost anything you want. Room was decent with a queen bed, microwave, fridge, coffee maker, and dining table. Pretty spacious and lots of places to plug in chargers. Bathroom was small and kinda weird. It was fairly clean but toilet was way too low. Never thought a toilet would be something I'd complain about, but backsplash should NOT be a thing. The TV never really worked very well; we had to get someone to get reset the system and get the picture back on. The remote is not responsive at all, but luckily we were able to log into netflix to watch something. The staff was pretty responsive to fix the TV and bring up more pillows. Parking garage was in the Liberty Mall across the street and they give a discount to hotel customers with validation.

Not sure I would stay here again unless I can live with their issues. I'm sure there are better hotels in the area.",2021-01-07 16:49:34 UTC,3,0,0,1,2n5UwBFEFISx3dMWjOE0Gw
8JJSe4zRLqmJUnjPzUvCEA,AC Hotel by Marriott Tucson Downtown,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel",Tucson,32.2215629,-110.9673821,3,90,AZ,"Nothing great, nothing bad.  It's Covid times, so things are not as they would be normally.  But i don't think my opinion would change, either.  That's actually a compliment to them trying to make things seem as normal as possible.  

Location, Location, Location
Ok, so this WAS great!  This is the best place in town for location, as far as I'm concerned.  Seemingly everything is within walking distance!  Hotel Congress is the only other place with such fantastic location, but I hear it's super noisy there due to their night club that runs 'til 2am (not the case with Covid, though)  

No problems with noise at the AC Marriott, though.

The pool area is nice, but the bar area is closed (hello, Covid).  

They have a real, honest-to-goodness Peloton in the fitness center.  In fact, I think they have two when Covid doesn't require so much separation of equipment.  So bring your shorts and shoes if the weather isn't to your liking for hiking.  I wish more hotel had this in their fitness centers.

Rooms are well appointed, very new, and the HVAC is one of the best you could ask for.

Parking is on site and is $20 a day for self park with in-and-out privileges.  This is a super convenient place to park, so we bit the $20/day bullet due to lack of anything better.

The restaurant and bar area are only open for breakfast or dinner on weekends.  We only ate breakfast there once and it did not please.  I'm glad I have enough status where that didn't cost me anything because paying for it would have been seriously disappointing.  There's only three items to choose from and each tasted like it was highly processed, microwaved food.  Our server was the only person working, so everything took a long time.  Coffee was over-brewed, too, so I went back to the room to get another cup instead of asking for a second in the restaurant.

But... It's Covid, so a break will be given at this time.  We'll be back to Tucson and will stay here unless we get a rental place downtown.",2021-02-20 20:56:03 UTC,3,0,0,1,W87b8hlaJXrJlHtv1crYIw
2XEf2xOj-iZImMeWELkQFw,Place d'Armes Hotel,"Event Planning & Services, Hotels, Hotels & Travel",New Orleans,29.958753,-90.063406,4,221,NV,"Stayed at this hotel and I had a great time! It's so close to Jackson and Cafe Du Monde, the River,  Bourbon street, I walked all over and didn't feel like anything was too far! The staff was friendly and warned us if the hurricane coming and so we checked out a day early so we could get out of harms way! Praying for all the staff and people of New Orleans! Room was really nice, loved the bed it was comfy, everything was spacious except for the bathroom but it worked!",2021-09-04 13:50:44 UTC,4,0,0,0,OvkTqUXAA3ksDAnYwk4Nyg
oVr68YLI0PMSkEc_SHMkFA,"The Ritz-Carlton, St. Louis","Hotels, Event Planning & Services, Hotels & Travel, Party & Event Planning, Venues & Event Spaces",St. Louis,38.6482356598,-90.3309796751,4,157,CA,"This year I found myself blessed to be in the Ritz Carlton in St. Louis!
Soon as you enter the ballroom is brightly lit beautiful Christmas tree lit up from the floor to the ceiling and gorgeous lights flashing all over.
In the main lobby you'll find multiple fireplaces with their bright,  tantalizing flames crackling for your attention to keep your buns warm!
Downstairs at Cafe Don Alfonso the hustle and bustle is just beginning, with the servers in their crisp white uniforms and homely smiles as they offer you fresh squeezed OJ or a lovely espresso! I expected better from them as..
Unfortunately for me as they got my order wrong but fixed it. Ordered the Salmon a eggs Benedict (pictured last)
I highly recommend getting their Yukon potatoes as they are smashed, salty and have sprigs of Rosemary! Best potatoes ever!",2021-12-24 15:46:56 UTC,4,0,0,0,U9QdgJ3uMNx1dw1nfMDotw
DXDoeVULsKLb7LLyAfvuVg,Moxy Nashville Downtown,"Event Planning & Services, Hotels, Hotels & Travel",Nashville,36.161118,-86.7753746,3.5,60,CA,Beautiful hotel in the heart of Nashville! Very clean and accommodating. Was close to everything we needed.,2022-01-03 15:04:25 UTC,4,0,0,0,JlSYfJfOMnqm2e1DmI7R0w
kYgMSD2obyOgORgd3RSE_w,Mr John's Steakhouse,"Seafood, Fitness & Instruction, Hotels, Hotels & Travel, Gyms, Active Life, Event Planning & Services, Restaurants, Steakhouses",New Orleans,29.9349207,-90.0802564,4,294,NV,"Food and service was over the top awesome. Very picky about recommending spots, but this place was on point.",2021-09-21 00:31:18 UTC,5,0,0,0,3D0TrhywxNAZj7u0zK_E7A
4ich7wsPzXjfTVmFENm51Q,Green Fleet Bike Shop,"Sporting Goods, Tours, Bikes, Bike Rentals, Hotels & Travel, Shopping, Active Life",Nashville,36.1727303,-86.7943267,4.5,50,NV,"We stopped in on a whim so my husband could
look at bikes. Austin was so helpful and helped us select the perfect bike. He helped with other supplies as well. When I went back to pick up the bike, Austin even fixed my son's bike that we purchased from Amazon that I thought was a lost cause. His sweet pup is an added bonus! We are Green Fleet fans for life!",2021-09-26 17:32:01 UTC,5,0,0,0,1VdUCn1Lll3HGQvQkDPT8Q
hAZlcREMAHe0z9GbMX-Faw,Hyatt Centric French Quarter New Orleans,"Hotels & Travel, Event Planning & Services, Hotels",New Orleans,29.9550373429,-90.0700573,4,260,NV,This was a great spot to stay when we visited NOLA. Staff was friendly and helpful. One block over from Bourbon street makes it convenient to eat and drink your fill of all the tastes that NOLA has to offer and then walk back to the hotel.,2021-06-05 22:25:09 UTC,5,0,0,0,vlGrdrPbOTn5xXStD51pQQ
M3G7USDHXk--ZycO1Zjs1w,Bob Evans,"Hotels & Travel, Restaurants, Comfort Food, Salad, Bed & Breakfast, Breakfast & Brunch, American (Traditional), Sandwiches",Ruskin,27.7113102,-82.3773791595,3,75,CA,"Last time I went here things didn't go so well. But, everyone has a bad day. Especially, the world we live in. I had a to go order  they were very quick and impressed me. I believe I will go back.",2021-11-14 21:49:08 UTC,5,0,0,0,o9Sgnedy27W7JnyhrUKrpg
w37sJQmXgGzRK6MCackIyw,Seaside Inn & Suites,Hotels & Travel,Clearwater,27.9710464276,-82.8292674199,1.5,69,CA,Go here if you want to get shot 0 stars if possible horrible experience hood rats hanging all around,2021-02-28 22:42:57 UTC,1,0,0,0,lHht3YIwmKzQec2CkSQ1Jg
j2PtdsRf9m9SGdwFfGfssw,Boise Hotel and Conference Center,"Hotels, Event Planning & Services, Hotels & Travel",Boise,43.5727764,-116.2141257,2,40,CA,I saw a homeless man deficate on the walkway outside in the parking lot. He wiped his butt with newspaper.,2021-12-04 16:21:12 UTC,1,0,0,0,QxzrGk_H7GpM7sABgPaVgw
qeJ7HUUo-Cg75fxDV2dDbA,Allegiant Air,"Hotels & Travel, Airlines, Transportation",Clearwater,27.9052190108,-82.6923751831,2,118,CA,"Diana the manager at the Clearwater Saint Pete airport, is possibly the rudest person I've ever encountered. I arrived an hour prior to the flight. Allegiant policy is that they begin boarding 45 minutes prior to a flight. I was told that the door was already closed and if there was no further boarding. Then they argued with me about my husband being on military orders in the military discount. I called previously the night before, and was told since he's on orders if I brought a copy of them it would be fine. Apparently was not fine. Rather than discussing paying for the bags there was no point... They disregarded the 45 minute pre-boarding procedure, and had already boarded the flight and shut the door. When I asked to speak to a manager I got the pleasant surprise that it was Diana. Do not fly allegiant if you have somewhere to be at a particular time, since at the Clearwater Saint Pete airport they disregard the companies boarding procedure.",2021-04-24 01:17:18 UTC,1,0,0,1,W8RWGlxocbB_qql_bWLBGg
j2PtdsRf9m9SGdwFfGfssw,Boise Hotel and Conference Center,"Hotels, Event Planning & Services, Hotels & Travel",Boise,43.5727764,-116.2141257,2,40,CA,This room has obviously had a beaten up and not only does the hotel reek of marijuana and cigarettes the room especially smelled like cigarettes. Like they didn't even try to cover it up. Just a gross grimy hotel would never stay here again.,2021-05-31 06:15:38 UTC,1,0,0,1,qnTFgz98V6EQ953XCE5BPQ
toEYTrafM81UMo2GyCSxFw,Cambria Hotel Philadelphia Downtown Center City,"Hotels, Event Planning & Services, Hotels & Travel",Philadelphia,39.9486052,-75.1640808,3.5,84,CA,"Please do not stay at this hotel EVER!!!  Upon arrival we noticed the customer service was not great they were very unwelcoming.  

After checking into our rooms the hotel towels had obvious stains on them we requested better towels but to be honest they were all the same.  My bed had dust on it and it clearly showed that the linens was not changed from the last guest. I was very afraid to sit or lay in the bed.  I requested my bed be made up with fresh linens and was told I would have to pay 100.00 dollars extra for housekeeping to do that.

In the second room that was booked we found a used child juice packet from the previous guest under the covers  and also dirty sheets and pillowcases.  We complained to the front desk and all we were met with was absolute rudeness and indifference to our complaints and concerns for our health in this hotel especially with covid still plaguing society. 

When we requested a manager we were told no managers is onsite so we cannot speak to anyone and I may add we were dismissed immediately by the front desk staff. 

Two nights of stay is definitely two night of hell. 

The hotel is a nice hotel with great location however the management NEEDS TO GO!!! They also need to purchase better quality hotel linens and a better company to wash the linens to remove stains. Clean towels, sheets etc all had some type of stains. It's very unsettling to use this hotel linens.   

I will never stay here again!!",2021-05-31 10:02:16 UTC,1,0,0,4,AGEmZt27Up5KSvB23C-i2g
pfl45YV5Us5NvDm5cLremw,Lavender Inn by the Sea,"Hotels, Event Planning & Services, Hotels & Travel",Santa Barbara,34.4097626481,-119.6982318921,4.5,165,AZ,"I'm really not sure if I stayed in the same place as all of the other Yelpers on here! This place has not been updated in decades, and was crazy overpriced. When we first opened the door it smelled so musty like your grandmas house that hasn't been opened in years. There was black mold in the shower-perhaps that was part of the smell. We needed the pull out sofa and were disappointed that there was only a paper thin blanket on it, as well as some bobby pins that fell out of it when we pulled it opened, which made us question its cleanliness. We would have called the front desk for more
pillows and blankets, but the front lobby here is closed and they are using their sister properties lobby across the street. It had a wall heater/ac that was extremely old and loud and turned on and off all night keeping us all awake.

On the plus side- the king size bed and pillows were comfortable.",2021-04-18 05:32:16 UTC,2,0,0,1,Vc39zUGPrPKABusWn4vxpw
GTNh2Jx56qE5kJSOVZxZlg,Cigar City Brewing,"Cuban, Food, Airports, Restaurants, Breweries, Hotels & Travel, Tours",Tampa,27.976725964,-82.5377468,3,164,NV,"The Cigar City in the airport is my go-to stop in airside C before a flight. It's a short walk all the way to your left when you clear security. It's the first (and I think still only) functioning brewery in an airport.  They have 8 - 10 beers. However most of them are pretty mainstream. If you are used to the fancy stuff at the regular location in the back room, you won't find it here. I've eaten here once or twice and it wasn't memorable but it was ok. 

They do have an online ordering system but it's a bit confusing. You have to get someone to ""open your table"" first and then scan the barcode at the table. This is convenient though because you can pay your tab online if you are in a hurry.",2021-08-30 23:40:46 UTC,4,1,0,1,sTZxxCF6X_cjVgoL9oSMqQ
EEbKsmWBhkjWEzEFWsnEZA,Le Méridien New Orleans,"Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces",New Orleans,29.9489972174,-90.0663200696,3,254,AZ,"We stayed at Le Meridien during our visit to New Orleans. I had a Travelzoo voucher I purchased that let us stay in a Junior Executive Corner Suite with City View (thanks COVID) for $99/night. We booked 3 nights using 2 vouchers and it was worth every penny. We arrived right around check-in time and the concierge didn't have us checking in until the following day which was incorrect. I had the correct dates in my Marriott app and she was able to check us in. We were supposed to get free water with our stay because I am a Marriott Bonvoy member. We only got free water when we requested it at the desk and not inside the room. 

The room itself was spacious and was a two-room split floor plan with 1.5 bathrooms. It was nice to have 2 bathrooms if you need it while getting ready. The extra living room area had a flat screen TV, couch, lamps, another cooler, lounge chair, table with chairs, and coffee table. The bedroom had a king-sized bed, lounge chair, mini bar, cooler, flat screen TV, and lamps. It was really nice for what we paid. It was also relatively clean but maybe because it was a suite. We felt that the bed was sort of lumpy and have stayed at places with better beds. 

There is a gym and pool on the 4th floor. The gym opens at 7 am although not necessarily on the dot. It's supposed to be 24-hr but due to COVID, it's operating at reduced hours. I waited there one day with another guest and she had to call down a few times before someone came up to unlock the door. 

There was no included breakfast but you could purchase items from the breakfast bar if you needed a quick bite. They had that in the mornings for a short time. Otherwise, we left to get breakfast elsewhere which was preferable. The property's restaurants were closed during our stay due to the pandemic. 

We barely saw the housekeeping crew throughout our stay. We put the sign out to preserve our privacy so we weren't bothered. If we needed anything, we went down to the front desk to ask about it. They had a busy valet as the hotel was close to the convention center. We saw different groups come in for conventions during our stay. 

Le Meridien is located close to Canal, walking distance to Bourbon, the Audubon Aquarium, and the Harrah's Casino & Harrah's Hotel. The convention center was also walking distance. 

Our stay was mostly uneventful and we had a really nice time at Le Meridien. I definitely recommend getting a deal to reduce the price of the stay.",2021-11-11 15:56:18 UTC,4,6,3,6,-NU54jLC4Zf88jm7bZu4gQ
